order_id,customer_id,order_date,ship_date,ship_mode
OR-300449,CU-100210,2024-04-21,2024-04-26,Same Day
OR-300450,CU-102035,2023-10-01,2023-10-02,Standard Class
OR-300451,CU-102513,2023-07-20,2023-07-25,First Class
OR-300452,CU-102067,2023-08-30,2023-09-01,Second Class
OR-300453,CU-100020,2024-02-14,2024-02-19,Same Day
OR-300454,CU-101686,2024-04-17,2024-04-22,Standard Class
OR-300455,CU-100939,2022-10-20,2022-10-25,Second Class
OR-300456,CU-102482,2023-09-01,2023-09-02,Standard Class
OR-300457,CU-101287,2023-02-02,2023-02-05,Same Day
OR-300458,CU-102723,2024-01-07,2024-01-11,Standard Class
OR-300459,CU-102091,2022-07-15,2022-07-21,First Class
OR-300460,CU-101579,2023-03-31,2023-04-07,First Class
OR-300461,CU-101648,2022-01-29,2022-02-01,First Class
OR-300462,CU-102468,2024-05-30,2024-06-04,Standard Class
OR-300463,CU-100177,2022-06-19,2022-06-23,First Class
OR-300464,CU-101465,2023-03-27,2023-04-02,Standard Class
OR-300465,CU-100037,2024-12-24,2024-12-27,Second Class
OR-300466,CU-102905,2022-09-16,2022-09-19,Standard Class
OR-300467,CU-102043,2024-02-15,2024-02-16,Second Class
OR-300468,CU-100338,2023-10-22,2023-10-28,Second Class
OR-300469,CU-100356,2024-04-14,2024-04-18,Second Class
OR-300470,CU-101566,2023-03-06,2023-03-10,Standard Class
OR-300471,CU-102633,2023-05-14,2023-05-16,First Class
OR-300472,CU-101399,2024-05-31,2024-06-01,Same Day
OR-300473,CU-102456,2023-09-26,2023-09-27,Same Day
OR-300474,CU-102666,2024-08-17,2024-08-21,Standard Class
OR-300475,CU-100427,2022-06-14,2022-06-20,Same Day
OR-300476,CU-100303,2022-05-03,2022-05-05,Second Class
OR-300477,CU-102591,2024-05-25,2024-05-27,First Class
OR-300478,CU-102604,2024-11-24,2024-11-30,First Class
OR-300479,CU-101006,2022-11-01,2022-11-08,Second Class
OR-300480,CU-102565,2024-10-25,2024-11-01,Same Day
OR-300481,CU-100386,2022-07-21,2022-07-28,First Class
OR-300482,CU-101609,2023-08-23,2023-08-25,Same Day
OR-300483,CU-101580,2024-08-19,2024-08-23,First Class
OR-300484,CU-101569,2024-12-29,2025-01-01,Standard Class
OR-300485,CU-102446,2023-04-19,2023-04-25,First Class
OR-300486,CU-101103,2022-10-11,2022-10-12,Second Class
OR-300487,CU-100017,2023-01-17,2023-01-19,Second Class
OR-300488,CU-100560,2024-02-05,2024-02-06,First Class
OR-300489,CU-100548,2022-07-11,2022-07-14,Same Day
OR-300490,CU-101104,2023-10-11,2023-10-12,Same Day
OR-300491,CU-102949,2024-11-26,2024-11-29,First Class
OR-300492,CU-101560,2022-02-16,2022-02-23,Second Class
OR-300493,CU-100212,2022-08-21,2022-08-28,Second Class
OR-300494,CU-100003,2022-06-08,2022-06-09,First Class
OR-300495,CU-102982,2022-03-15,2022-03-18,First Class
OR-300496,CU-101661,2024-02-28,2024-03-04,First Class
OR-300497,CU-102680,2022-07-31,2022-08-03,Second Class
OR-300498,CU-102491,2022-03-18,2022-03-20,Same Day
OR-300499,CU-100836,2024-09-17,2024-09-23,Standard Class
OR-300500,CU-100654,2024-04-27,2024-04-28,Same Day
OR-300501,CU-102196,2023-03-01,2023-03-04,Second Class
OR-300502,CU-102085,2022-12-01,2022-12-04,Second Class
OR-300503,CU-100829,2022-01-14,2022-01-16,First Class
OR-300504,CU-101519,2022-05-06,2022-05-08,First Class
OR-300505,CU-100780,2022-01-16,2022-01-21,Same Day
OR-300506,CU-101981,2024-08-31,2024-09-04,Same Day
OR-300507,CU-101969,2024-10-29,2024-11-02,Second Class
OR-300508,CU-100599,2022-05-30,2022-05-31,Second Class
OR-300509,CU-102535,2024-05-24,2024-05-25,Same Day
OR-300510,CU-101633,2024-04-04,2024-04-11,Same Day
OR-300511,CU-102918,2024-01-17,2024-01-19,Same Day
OR-300512,CU-101878,2022-02-13,2022-02-16,First Class
OR-300513,CU-100125,2024-10-29,2024-10-30,Second Class
OR-300514,CU-100441,2023-08-04,2023-08-09,Same Day
OR-300515,CU-102692,2024-04-14,2024-04-18,First Class
OR-300516,CU-100526,2023-08-18,2023-08-19,Standard Class
OR-300517,CU-101602,2022-04-12,2022-04-13,First Class
OR-300518,CU-101311,2024-05-11,2024-05-18,Second Class
OR-300519,CU-102177,2022-04-02,2022-04-04,Second Class
OR-300520,CU-101816,2024-05-04,2024-05-08,Standard Class
OR-300521,CU-100561,2024-05-28,2024-06-02,Standard Class
OR-300522,CU-101428,2023-03-11,2023-03-17,Second Class
OR-300523,CU-102534,2024-10-28,2024-10-31,Second Class
OR-300524,CU-102733,2024-05-14,2024-05-19,Second Class
OR-300525,CU-100887,2024-04-17,2024-04-19,Same Day
OR-300526,CU-102830,2024-11-20,2024-11-21,Second Class
OR-300527,CU-100434,2022-10-05,2022-10-08,First Class
OR-300528,CU-101191,2022-09-13,2022-09-20,Same Day
OR-300529,CU-102341,2022-05-24,2022-05-31,Second Class
OR-300530,CU-100017,2023-01-12,2023-01-15,First Class
OR-300531,CU-100578,2023-02-06,2023-02-07,Standard Class
OR-300532,CU-102077,2024-03-12,2024-03-19,Standard Class
OR-300533,CU-100055,2024-10-17,2024-10-23,Second Class
OR-300534,CU-102667,2024-05-17,2024-05-19,First Class
OR-300535,CU-102778,2024-10-12,2024-10-15,Standard Class
OR-300536,CU-101096,2024-11-03,2024-11-05,First Class
OR-300537,CU-101604,2023-09-06,2023-09-11,First Class
OR-300538,CU-101190,2023-05-15,2023-05-17,Same Day
OR-300539,CU-102193,2022-03-06,2022-03-09,Standard Class
OR-300540,CU-102471,2023-02-06,2023-02-11,Standard Class
OR-300541,CU-101438,2022-08-14,2022-08-17,Standard Class
OR-300542,CU-100859,2023-12-05,2023-12-07,Standard Class
OR-300543,CU-101354,2023-01-21,2023-01-22,Standard Class
OR-300544,CU-100683,2024-04-01,2024-04-04,Second Class
OR-300545,CU-100328,2023-06-16,2023-06-22,Same Day
OR-300546,CU-100950,2023-10-26,2023-10-27,Standard Class
OR-300547,CU-101578,2022-07-15,2022-07-22,Second Class
OR-300548,CU-102945,2022-12-08,2022-12-15,Same Day
OR-300549,CU-100958,2022-06-21,2022-06-26,Same Day
OR-300550,CU-100133,2023-11-07,2023-11-13,Second Class
OR-300551,CU-100938,2024-12-23,2024-12-28,Standard Class
OR-300552,CU-100592,2022-12-26,2023-01-02,Second Class
OR-300553,CU-101808,2024-02-15,2024-02-19,Second Class
OR-300554,CU-101168,2023-06-14,2023-06-16,Standard Class
OR-300555,CU-100642,2024-09-17,2024-09-21,Standard Class
OR-300556,CU-102757,2024-08-15,2024-08-20,Second Class
OR-300557,CU-101008,2024-03-24,2024-03-29,Standard Class
OR-300558,CU-102436,2022-06-15,2022-06-18,Second Class
OR-300559,CU-100727,2022-01-13,2022-01-15,Same Day
OR-300560,CU-101295,2024-10-27,2024-10-31,Same Day
OR-300561,CU-102218,2024-10-31,2024-11-01,Standard Class
OR-300562,CU-100706,2022-05-27,2022-05-28,First Class
OR-300563,CU-101271,2022-11-24,2022-11-26,Standard Class
OR-300564,CU-100966,2022-12-22,2022-12-23,Second Class
OR-300565,CU-102609,2024-04-21,2024-04-23,Same Day
OR-300566,CU-102656,2024-09-07,2024-09-09,Same Day
OR-300567,CU-101991,2024-05-27,2024-05-31,Second Class
OR-300568,CU-102937,2022-07-24,2022-07-31,Standard Class
OR-300569,CU-100451,2022-06-14,2022-06-19,First Class
OR-300570,CU-100967,2024-06-18,2024-06-22,Standard Class
OR-300571,CU-102149,2024-09-05,2024-09-11,First Class
OR-300572,CU-102938,2023-08-15,2023-08-21,Same Day
OR-300573,CU-101737,2023-02-24,2023-03-02,Second Class
OR-300574,CU-100396,2023-09-03,2023-09-05,Standard Class
OR-300575,CU-102315,2024-03-04,2024-03-09,Same Day
OR-300576,CU-101139,2023-03-27,2023-03-31,Second Class
OR-300577,CU-100263,2022-03-31,2022-04-03,Standard Class
OR-300578,CU-101967,2023-11-17,2023-11-23,Same Day
OR-300579,CU-102237,2024-04-18,2024-04-25,First Class
OR-300580,CU-101670,2023-02-14,2023-02-21,Standard Class
OR-300581,CU-102444,2023-09-17,2023-09-22,Same Day
OR-300582,CU-102655,2022-04-20,2022-04-24,Second Class
OR-300583,CU-101744,2024-10-08,2024-10-11,Second Class
OR-300584,CU-102514,2024-12-15,2024-12-18,First Class
OR-300585,CU-100993,2024-09-02,2024-09-08,Second Class
OR-300586,CU-101140,2023-03-23,2023-03-28,Second Class
OR-300587,CU-100754,2023-10-23,2023-10-28,Standard Class
OR-300588,CU-102340,2023-06-19,2023-06-22,First Class
OR-300589,CU-100957,2022-07-12,2022-07-15,Same Day
OR-300590,CU-101383,2022-04-05,2022-04-11,Same Day
OR-300591,CU-100770,2023-11-05,2023-11-11,Standard Class
OR-300592,CU-101251,2022-09-29,2022-10-05,Second Class
OR-300593,CU-101006,2023-01-14,2023-01-20,Second Class
OR-300594,CU-101506,2022-01-15,2022-01-21,First Class
OR-300595,CU-102894,2022-05-14,2022-05-16,Same Day
OR-300596,CU-101330,2022-07-11,2022-07-17,Standard Class
OR-300597,CU-102367,2022-12-26,2022-12-27,Second Class
OR-300598,CU-100957,2023-04-20,2023-04-25,Same Day
OR-300599,CU-102219,2023-01-28,2023-02-02,Standard Class
OR-300600,CU-102098,2023-01-20,2023-01-23,Same Day
OR-300601,CU-102157,2024-02-20,2024-02-24,First Class
OR-300602,CU-100719,2023-08-06,2023-08-08,Second Class
OR-300603,CU-101528,2023-07-12,2023-07-16,Standard Class
OR-300604,CU-101926,2024-04-09,2024-04-12,Standard Class
OR-300605,CU-101166,2024-04-03,2024-04-09,Same Day
OR-300606,CU-100880,2024-12-08,2024-12-11,Same Day
OR-300607,CU-102981,2023-10-30,2023-10-31,First Class
OR-300608,CU-101574,2024-10-03,2024-10-09,First Class
OR-300609,CU-100068,2023-11-18,2023-11-25,Same Day
OR-300610,CU-101825,2022-09-12,2022-09-15,Standard Class
OR-300611,CU-100706,2024-02-10,2024-02-17,First Class
OR-300612,CU-101177,2023-05-16,2023-05-23,Same Day
OR-300613,CU-100077,2022-06-23,2022-06-24,Standard Class
OR-300614,CU-102632,2024-10-28,2024-11-04,First Class
OR-300615,CU-101699,2022-10-28,2022-10-29,Second Class
OR-300616,CU-101727,2022-07-01,2022-07-05,Standard Class
OR-300617,CU-102270,2024-09-27,2024-10-04,Same Day
OR-300618,CU-101827,2024-07-30,2024-08-06,First Class
OR-300619,CU-101946,2023-07-31,2023-08-01,First Class
OR-300620,CU-101298,2024-08-22,2024-08-29,Second Class
OR-300621,CU-101675,2024-02-03,2024-02-07,First Class
OR-300622,CU-101400,2023-01-05,2023-01-07,Second Class
OR-300623,CU-101726,2022-06-09,2022-06-10,Same Day
OR-300624,CU-101926,2024-07-07,2024-07-11,Standard Class
OR-300625,CU-101405,2024-02-07,2024-02-08,Standard Class
OR-300626,CU-101970,2023-05-11,2023-05-16,Same Day
OR-300627,CU-101984,2023-09-22,2023-09-26,Second Class
OR-300628,CU-101238,2022-09-20,2022-09-21,Second Class
OR-300629,CU-102200,2024-04-12,2024-04-16,First Class
OR-300630,CU-101430,2023-03-07,2023-03-12,First Class
OR-300631,CU-102140,2023-09-14,2023-09-20,Standard Class
OR-300632,CU-100728,2023-03-17,2023-03-22,Second Class
OR-300633,CU-102934,2022-03-26,2022-04-01,Standard Class
OR-300634,CU-100708,2023-10-01,2023-10-03,Standard Class
OR-300635,CU-100791,2023-08-28,2023-08-29,Standard Class
OR-300636,CU-101258,2023-08-31,2023-09-01,Same Day
OR-300637,CU-101243,2022-09-03,2022-09-10,Second Class
OR-300638,CU-100625,2022-04-23,2022-04-27,First Class
OR-300639,CU-100428,2024-02-23,2024-02-29,Same Day
OR-300640,CU-102606,2022-09-29,2022-10-01,First Class
OR-300641,CU-102592,2024-10-19,2024-10-22,Same Day
OR-300642,CU-102033,2022-06-26,2022-07-02,Standard Class
OR-300643,CU-102594,2023-12-22,2023-12-26,Second Class
OR-300644,CU-101094,2023-11-27,2023-12-02,Same Day
OR-300645,CU-100183,2023-11-10,2023-11-16,Standard Class
OR-300646,CU-100745,2023-06-21,2023-06-22,Same Day
OR-300647,CU-102599,2024-10-26,2024-11-01,First Class
OR-300648,CU-102855,2023-05-02,2023-05-03,Second Class
OR-300649,CU-101831,2022-06-13,2022-06-20,Standard Class
OR-300650,CU-101321,2023-05-19,2023-05-24,Second Class
OR-300651,CU-100380,2024-04-17,2024-04-21,Second Class
OR-300652,CU-102990,2024-03-17,2024-03-21,Standard Class
OR-300653,CU-102717,2024-12-31,2025-01-06,Second Class
OR-300654,CU-100170,2024-06-13,2024-06-18,First Class
OR-300655,CU-102354,2024-08-30,2024-09-02,Second Class
OR-300656,CU-101320,2023-12-07,2023-12-13,First Class
OR-300657,CU-100263,2023-08-20,2023-08-25,Same Day
OR-300658,CU-101053,2023-11-17,2023-11-19,First Class
OR-300659,CU-102065,2023-01-12,2023-01-13,Standard Class
OR-300660,CU-101964,2024-02-21,2024-02-25,Standard Class
OR-300661,CU-101366,2023-03-25,2023-03-29,Second Class
OR-300662,CU-100167,2024-06-14,2024-06-18,First Class
OR-300663,CU-102566,2022-11-11,2022-11-18,First Class
OR-300664,CU-102959,2023-03-22,2023-03-27,Second Class
OR-300665,CU-100365,2022-11-22,2022-11-26,Second Class
OR-300666,CU-100409,2024-10-30,2024-10-31,Same Day
OR-300667,CU-101001,2024-11-25,2024-12-02,First Class
OR-300668,CU-101769,2024-08-22,2024-08-28,Same Day
OR-300669,CU-102973,2022-01-06,2022-01-13,First Class
OR-300670,CU-100461,2023-12-10,2023-12-12,First Class
OR-300671,CU-100708,2023-12-23,2023-12-26,Same Day
OR-300672,CU-102537,2023-10-06,2023-10-08,Second Class
OR-300673,CU-102448,2023-09-10,2023-09-17,Same Day
OR-300674,CU-102683,2023-09-11,2023-09-15,Standard Class
OR-300675,CU-102840,2023-05-18,2023-05-21,Standard Class
OR-300676,CU-101590,2022-07-26,2022-07-27,Standard Class
OR-300677,CU-102166,2023-10-03,2023-10-06,Standard Class
OR-300678,CU-102880,2024-12-15,2024-12-20,Same Day
OR-300679,CU-100878,2023-07-08,2023-07-15,Standard Class
OR-300680,CU-101269,2022-12-04,2022-12-08,First Class
OR-300681,CU-100256,2023-07-03,2023-07-08,Standard Class
OR-300682,CU-101789,2024-01-18,2024-01-23,Second Class
OR-300683,CU-100517,2022-09-21,2022-09-23,Second Class
OR-300684,CU-101546,2022-06-19,2022-06-20,Same Day
OR-300685,CU-101117,2024-02-13,2024-02-16,Second Class
OR-300686,CU-102851,2023-12-03,2023-12-04,Second Class
OR-300687,CU-101144,2024-10-14,2024-10-15,First Class
OR-300688,CU-101617,2023-08-20,2023-08-24,Same Day
OR-300689,CU-101979,2024-06-10,2024-06-11,Second Class
OR-300690,CU-100421,2024-10-23,2024-10-27,Second Class
OR-300691,CU-101640,2023-06-10,2023-06-15,Same Day
OR-300692,CU-101992,2022-02-01,2022-02-03,First Class
OR-300693,CU-101530,2022-07-24,2022-07-26,Same Day
OR-300694,CU-101019,2024-03-26,2024-04-01,Second Class
OR-300695,CU-100579,2023-04-20,2023-04-22,First Class
OR-300696,CU-100980,2023-10-31,2023-11-07,Standard Class
OR-300697,CU-100355,2023-11-08,2023-11-11,Same Day
OR-300698,CU-102018,2024-10-06,2024-10-07,Same Day
OR-300699,CU-100233,2023-09-14,2023-09-15,Second Class
OR-300700,CU-101577,2023-06-15,2023-06-16,Same Day
OR-300701,CU-102617,2024-08-25,2024-09-01,Second Class
OR-300702,CU-102959,2024-07-13,2024-07-16,Same Day
OR-300703,CU-102217,2022-07-09,2022-07-12,Same Day
OR-300704,CU-101863,2024-01-08,2024-01-15,First Class
OR-300705,CU-102798,2023-03-07,2023-03-10,First Class
OR-300706,CU-101552,2023-01-08,2023-01-15,Same Day
OR-300707,CU-101951,2022-03-11,2022-03-16,Same Day
OR-300708,CU-100349,2022-04-23,2022-04-27,Second Class
OR-300709,CU-100990,2022-04-17,2022-04-24,Second Class
OR-300710,CU-101547,2023-06-14,2023-06-20,Second Class
OR-300711,CU-101792,2024-03-13,2024-03-16,Second Class
OR-300712,CU-102177,2024-09-07,2024-09-14,First Class
OR-300713,CU-101433,2023-09-29,2023-10-01,Standard Class
OR-300714,CU-102229,2024-03-23,2024-03-24,Second Class
OR-300715,CU-101020,2022-06-03,2022-06-07,Standard Class
OR-300716,CU-101698,2023-03-04,2023-03-09,Second Class
OR-300717,CU-102730,2024-03-14,2024-03-17,First Class
OR-300718,CU-102074,2022-01-14,2022-01-18,Standard Class
OR-300719,CU-101278,2023-11-25,2023-12-01,Standard Class
OR-300720,CU-101501,2023-07-11,2023-07-12,Same Day
OR-300721,CU-100400,2023-12-30,2024-01-01,Same Day
OR-300722,CU-100974,2023-03-19,2023-03-23,Standard Class
OR-300723,CU-100181,2022-08-07,2022-08-12,Same Day
OR-300724,CU-100015,2023-07-05,2023-07-10,Second Class
OR-300725,CU-100675,2022-02-09,2022-02-16,Same Day
OR-300726,CU-101416,2022-06-13,2022-06-18,Second Class
OR-300727,CU-100965,2024-06-08,2024-06-14,Same Day
OR-300728,CU-100912,2024-11-27,2024-12-04,Standard Class
OR-300729,CU-101928,2024-05-07,2024-05-08,Standard Class
OR-300730,CU-101451,2024-09-16,2024-09-18,Same Day
OR-300731,CU-101099,2022-05-01,2022-05-02,First Class
OR-300732,CU-100269,2023-06-14,2023-06-18,First Class
OR-300733,CU-100992,2023-10-24,2023-10-29,Same Day
OR-300734,CU-100174,2023-02-20,2023-02-22,Standard Class
OR-300735,CU-101665,2022-05-19,2022-05-26,First Class
OR-300736,CU-102536,2024-10-06,2024-10-11,Second Class
OR-300737,CU-101096,2023-04-06,2023-04-11,Second Class
OR-300738,CU-102102,2024-08-18,2024-08-23,Second Class
OR-300739,CU-100740,2023-04-17,2023-04-21,First Class
OR-300740,CU-100088,2024-02-06,2024-02-08,Same Day
OR-300741,CU-101337,2022-07-16,2022-07-23,Standard Class
OR-300742,CU-101396,2024-03-16,2024-03-19,Standard Class
OR-300743,CU-100539,2023-10-19,2023-10-21,Standard Class
OR-300744,CU-101926,2022-08-14,2022-08-17,Same Day
OR-300745,CU-101681,2022-10-02,2022-10-09,Standard Class
OR-300746,CU-101578,2024-10-22,2024-10-29,First Class
OR-300747,CU-100205,2023-03-20,2023-03-25,Second Class
OR-300748,CU-102160,2023-12-25,2023-12-29,Standard Class
OR-300749,CU-102926,2024-09-26,2024-09-28,Standard Class
OR-300750,CU-102589,2023-01-31,2023-02-04,Second Class
OR-300751,CU-102392,2024-01-31,2024-02-01,First Class
OR-300752,CU-101840,2024-02-03,2024-02-04,First Class
OR-300753,CU-100600,2022-02-03,2022-02-09,Standard Class
OR-300754,CU-101974,2023-05-11,2023-05-12,Second Class
OR-300755,CU-100658,2024-05-01,2024-05-02,First Class
OR-300756,CU-101401,2023-08-29,2023-09-03,Standard Class
OR-300757,CU-102326,2024-10-12,2024-10-16,Same Day
OR-300758,CU-100900,2022-05-02,2022-05-03,Standard Class
OR-300759,CU-100925,2022-02-06,2022-02-10,First Class
OR-300760,CU-101111,2024-04-26,2024-05-03,Same Day
OR-300761,CU-100635,2024-07-15,2024-07-22,First Class
OR-300762,CU-102115,2022-12-06,2022-12-13,Standard Class
OR-300763,CU-102515,2022-03-10,2022-03-15,Same Day
OR-300764,CU-100636,2022-01-31,2022-02-02,Second Class
OR-300765,CU-100301,2022-08-14,2022-08-19,Standard Class
OR-300766,CU-102742,2024-04-17,2024-04-18,Same Day
OR-300767,CU-102325,2022-09-12,2022-09-19,Standard Class
OR-300768,CU-101676,2023-03-09,2023-03-12,Standard Class
OR-300769,CU-100285,2024-11-22,2024-11-23,Standard Class
OR-300770,CU-102856,2023-04-20,2023-04-22,First Class
OR-300771,CU-100157,2024-10-25,2024-10-28,Same Day
OR-300772,CU-101582,2024-07-17,2024-07-18,First Class
OR-300773,CU-101096,2022-02-25,2022-02-27,Second Class
OR-300774,CU-101656,2023-09-08,2023-09-09,Standard Class
OR-300775,CU-101361,2023-08-28,2023-09-01,Standard Class
OR-300776,CU-101638,2024-08-08,2024-08-13,First Class
OR-300777,CU-101820,2024-09-22,2024-09-29,Second Class
OR-300778,CU-100697,2022-07-10,2022-07-13,First Class
OR-300779,CU-101402,2024-02-06,2024-02-08,Second Class
OR-300780,CU-101475,2023-05-15,2023-05-16,Standard Class
OR-300781,CU-101869,2023-04-28,2023-04-29,Same Day
OR-300782,CU-100803,2023-12-16,2023-12-23,Same Day
OR-300783,CU-100822,2022-09-12,2022-09-19,Same Day
OR-300784,CU-102282,2023-01-20,2023-01-23,First Class
OR-300785,CU-100541,2024-08-31,2024-09-06,Standard Class
OR-300786,CU-100226,2022-06-20,2022-06-27,First Class
OR-300787,CU-102683,2023-01-31,2023-02-05,First Class
OR-300788,CU-101909,2023-05-17,2023-05-23,Same Day
OR-300789,CU-102155,2024-03-25,2024-04-01,First Class
OR-300790,CU-102940,2023-04-03,2023-04-10,Standard Class
OR-300791,CU-102562,2022-05-16,2022-05-20,Same Day
OR-300792,CU-101860,2022-07-28,2022-07-30,Same Day
OR-300793,CU-102518,2024-04-28,2024-05-05,First Class
OR-300794,CU-100911,2023-03-29,2023-03-30,Same Day
OR-300795,CU-102622,2024-03-06,2024-03-12,Second Class
OR-300796,CU-101619,2022-02-16,2022-02-18,Second Class
OR-300797,CU-102325,2024-09-29,2024-10-03,Second Class
OR-300798,CU-100887,2024-03-12,2024-03-16,Standard Class
OR-300799,CU-101494,2023-08-21,2023-08-27,Second Class
OR-300800,CU-102367,2022-12-07,2022-12-13,First Class
OR-300801,CU-100340,2022-12-18,2022-12-24,Same Day
OR-300802,CU-102527,2024-07-08,2024-07-15,Standard Class
OR-300803,CU-102558,2023-11-02,2023-11-05,First Class
OR-300804,CU-100132,2024-11-17,2024-11-18,First Class
OR-300805,CU-102679,2024-12-19,2024-12-21,Standard Class
OR-300806,CU-101780,2022-10-17,2022-10-24,Standard Class
OR-300807,CU-101746,2024-02-29,2024-03-07,Same Day
OR-300808,CU-102808,2023-08-12,2023-08-15,First Class
OR-300809,CU-101226,2022-10-20,2022-10-25,Same Day
OR-300810,CU-101670,2024-05-01,2024-05-02,Second Class
OR-300811,CU-101001,2022-11-30,2022-12-02,Standard Class
OR-300812,CU-101657,2022-12-24,2022-12-27,Second Class
OR-300813,CU-100725,2024-04-03,2024-04-04,Second Class
OR-300814,CU-100081,2023-06-06,2023-06-09,Standard Class
OR-300815,CU-101444,2024-04-13,2024-04-17,First Class
OR-300816,CU-102796,2022-08-02,2022-08-03,Same Day
OR-300817,CU-102336,2024-08-09,2024-08-10,Standard Class
OR-300818,CU-100288,2022-09-24,2022-09-30,Second Class
OR-300819,CU-101009,2024-09-08,2024-09-13,Second Class
OR-300820,CU-102297,2024-11-14,2024-11-18,Standard Class
OR-300821,CU-102385,2023-09-01,2023-09-08,First Class
OR-300822,CU-101406,2023-08-07,2023-08-13,Second Class
OR-300823,CU-102503,2024-11-22,2024-11-25,Standard Class
OR-300824,CU-100893,2023-09-20,2023-09-26,Standard Class
OR-300825,CU-100892,2024-03-05,2024-03-10,Second Class
OR-300826,CU-102474,2023-11-28,2023-11-30,First Class
